ACT Symbol|Security Name|Exchange|CQS Symbol|ETF|Round Lot Size|Test Issue|NASDAQ Symbol
EMCD|SPDR BofA Merrill Emerging Markets Corporate Bond ETF|P|EMCD|Y|100|N|EMCD
EMCR|EGShares Emerging Markets CORE ETF|P|EMCR|Y|100|N|EMCR
EMD|Western Asset Emerging Markets Income Fund, Inc. Common Stock|N|EMD|N|100|N|EMD
EMDV|ProShares MSCI Emerging Markets Dividend Growers ETF|Z|EMDV|Y|100|N|EMDV
EME|EMCOR Group, Inc. Common Stock|N|EME|N|100|N|EME
EMES|Emerge Energy Services LP Common Units representing Limited Partner Interests|N|EMES|N|100|N|EMES
EMF|Templeton Emerging Markets Fund Common Stock|N|EMF|N|100|N|EMF
EMFM|Global X Next Emerging & Frontier ETF|P|EMFM|Y|100|N|EMFM
EMFT|SPDR MSCI EM 50 ETF|P|EMFT|Y|100|N|EMFT
EMG|Emergent Capital, Inc. Common Stock|N|EMG|N|100|N|EMG
EMGF|iShares FactorSelect MSCI Emerging ETF|Z|EMGF|Y|100|N|EMGF
EMHY|iShares Emerging Markets High Yield Bond ETF|Z|EMHY|Y|100|N|EMHY
EMHZ|iShares MSCI Emerging Markets Horizon ETF|Z|EMHZ|Y|100|N|EMHZ
EMI|Eaton Vance Michigan Municipal Income Trust Shares of Beneficial Interest|A|EMI|N|100|N|EMI
EMIH|Deutsche X-trackers Emerging Markets Bond - Interest Rate Hedged ETF|P|EMIH|Y|100|N|EMIH
EMJ|Eaton Vance New Jersey Municipal Bond Fund Common Shres of Beneficial Interest, $.01 par value|A|EMJ|N|100|N|EMJ
EMLB|iPath Long Enhanced MSCI Emerging Markets Index ETN|P|EMLB|N|100|N|EMLB
EMLC|Market Vectors J.P. Morgan EM Local Currency Bond ETF|P|EMLC|Y|100|N|EMLC
EMLP|First Trust North American Energy Infrastructure Fund|P|EMLP|Y|100|N|EMLP
EMN|Eastman Chemical Company Common Stock|N|EMN|N|100|N|EMN
EMO|ClearBridge Energy MLP Opportunity Fund Inc. Common Stock|N|EMO|N|100|N|EMO
EMQ|Entergy Mississippi, Inc. 1st Mtg Bds|N|EMQ|N|100|N|EMQ
EMQQ|Emerging Markets Internet and Ecommerce ETF (The)|P|EMQQ|Y|100|N|EMQQ
EMR|Emerson Electric Company Common Stock|N|EMR|N|100|N|EMR
EMRE|Guggenhein Emerging Market Real Estate ETF|P|EMRE|Y|100|N|EMRE
EMSA|iPath Short Enhanced MSCI Emerging Markets Index ETN|P|EMSA|N|100|N|EMSA
EMSD|WisdomTree Strong Dollar Emerging Markets Equity Fund|Z|EMSD|Y|100|N|EMSD
EMSH|ProShares Short Term USD Emerging Markets Bond ETF|Z|EMSH|Y|100|N|EMSH
EMSO|EGShares EM Strategic Opportunities ETF|P|EMSO|Y|100|N|EMSO
EMTL|SPDR DoubleLine Emerging Markets Fixed Income ETF|Z|EMTL|Y|100|N|EMTL
EMXX|Eurasian Minerals Inc Common Shares (Canada)|A|EMXX|N|100|N|EMXX
EMZ|Entergy Mississippi, Inc. First Mortgage Bonds, 6.0% Series due May 1, 2051|N|EMZ|N|100|N|EMZ
ENB|Enbridge Inc Common Stock|N|ENB|N|100|N|ENB
ENBL|Enable Midstream Partners, LP Common Units representing limited partner interests|N|ENBL|N|100|N|ENBL
ENFR|Alerian Energy Infrastructure ETF|P|ENFR|Y|100|N|ENFR
ENH|Endurance Specialty Holdings Ltd Common Stock|N|ENH|N|100|N|ENH
ENH$B|Endurance Specialty Holdings Ltd PFD SER B (Bermuda)|N|ENHpB|N|100|N|ENH-B
ENH$C|Endurance Specialty Holdings Ltd Depositary Shares, each Representing a 1/1000th Interest in a Share of 6.350% Non-Cumulative Preferred Shares, Series C, $1.00 par value|N|ENHpC|N|100|N|ENH-C
ENI|Enersis Americas S.A. American Depositary Shares|N|ENI|N|100|N|ENI
ENJ|Entergy New Orleans, Inc. First Mortgage Bonds, 5.0% Series due December 1, 2052|N|ENJ|N|100|N|ENJ
ENLC|EnLink Midstream, LLC Common Units representing Limited Partner Interests|N|ENLC|N|100|N|ENLC
ENLK|EnLink Midstream Partners, LP Common Units Representing Limited Partnership Interests|N|ENLK|N|100|N|ENLK
ENO|Entergy New Orleans, Inc. First Mortgage Bonds, 5.50% Series due April 1, 2066|N|ENO|N|100|N|ENO
ENOR|Ishares MSCI Norway Capped ETF|Z|ENOR|Y|100|N|ENOR
ENR|Energizer Holdings, Inc. Common Stock|N|ENR|N|100|N|ENR
ENRJ|EnerJex Resources, Inc. (NEW) Common Stock|A|ENRJ|N|100|N|ENRJ
ENRJ$|EnerJex Resources, Inc. 10% Series A Cumulative Redeemable Perpetual Preferred Stock|A|ENRJp|N|100|N|ENRJ-
ENS|Enersys Common Stock|N|ENS|N|100|N|ENS
ENSV|Enservco Corporation Common Stock|A|ENSV|N|100|N|ENSV
ENV|Envestnet, Inc Common Stock|N|ENV|N|100|N|ENV
ENVA|Enova International, Inc. Common Stock|N|ENVA|N|100|N|ENVA
ENX|Eaton Vance New York Municipal Bond Fund Common Shares of Beneficial Interest, $.01 par value|A|ENX|N|100|N|ENX
ENY|Guggenheim Canadian Energy Income ETF|P|ENY|Y|100|N|ENY
ENZ|Enzo Biochem, Inc. Common Stock ($0.01 Par Value)|N|ENZ|N|100|N|ENZ
EOC|Empresa Nacional de Electricidad S.A. Common Stock|N|EOC|N|100|N|EOC
EOD|Wells Fargo Global Dividend Opportunity Fund|N|EOD|N|100|N|EOD
EOG|EOG Resources, Inc. Common Stock|N|EOG|N|100|N|EOG
EOI|Eaton Vance Enhance Equity Income Fund Eaton Vance Enhanced Equity Income Fund Shares of Beneficial Interest|N|EOI|N|100|N|EOI
EOS|Eaton Vance Enhance Equity Income Fund II Common Stock|N|EOS|N|100|N|EOS
EOT|Eaton Vance Municipal Income Trust EATON VANCE NATIONAL MUNICIPAL OPPORTUNITIES TRUST|N|EOT|N|100|N|EOT
EP$C|El Paso Corporation Preferred Stock|N|EPpC|N|100|N|EP-C
EPAM|EPAM Systems, Inc. Common Stock|N|EPAM|N|100|N|EPAM
EPC|Edgewell Personal Care Company Common Stock|N|EPC|N|100|N|EPC
EPD|Enterprise Products Partners L.P. Common Stock|N|EPD|N|100|N|EPD
EPE|EP Energy Corporation Class A Common Stock|N|EPE|N|100|N|EPE
EPHE|iShares MSCI Philippines ETF|P|EPHE|Y|100|N|EPHE
EPI|WisdomTree India Earnings Fund|P|EPI|Y|100|N|EPI
EPM|Evolution Petroleum Corporation, Inc. Common Stock|A|EPM|N|100|N|EPM
EPM$A|Evolution Petroleum Corporation, Inc. 8.5% Series A Cumulative Pfd Stk|A|EPMpA|N|100|N|EPM-A
EPOL|iShares MSCI Poland Capped ETF|P|EPOL|Y|100|N|EPOL
EPP|iShares MSCI Pacific Ex-Japan Index Fund|P|EPP|Y|100|N|EPP
EPR|EPR Properties Common Stock|N|EPR|N|100|N|EPR
EPR$C|EPR Properties 5.75% Series C Cumulative Convertible Preferred Shares|N|EPRpC|N|100|N|EPR-C
EPR$E|EPR Properties Series E Cumulative Conv Pfd Shs Ser E|N|EPRpE|N|100|N|EPR-E
EPR$F|EPR Properties Pfd Ser F|N|EPRpF|N|100|N|EPR-F
EPRO|AdvisorShares EquityPro ETF|P|EPRO|Y|100|N|EPRO
EPS|WisdomTree Earnings 500 Fund|P|EPS|Y|100|N|EPS
EPU|iShares MSCI All Peru Capped ETF|P|EPU|Y|100|N|EPU
EPV|ProShares UltraShort FTSE Europe ETF|P|EPV|Y|100|N|EPV
EQAL|PowerShares Russell 1000 Equal Weight POrtfolio|P|EQAL|Y|100|N|EQAL
EQC|Equity Commonwealth Common Shares of Beneficial Interest|N|EQC|N|100|N|EQC
EQC$D|Equity Commonwealth 6.50% Pfd Conv Shs Ser D|N|EQCpD|N|100|N|EQC-D
EQC$E|Equity Commonwealth 7.25% Series E Cumulative Redeemable Preferred Shares|N|EQCpE/CL|N|100|N|EQC-E*
EQCO|Equity Commonwealth 5.75% Senior Notes due 2042|N|EQCO|N|100|N|EQCO
EQGP|EQT GP Holdings, LP Common Units representing limited partner interests|N|EQGP|N|100|N|EQGP
EQL|ALPS Equal Sector Weight ETF|P|EQL|Y|100|N|EQL
EQLT|Workplace Equality Portfolio ETF|P|EQLT|Y|100|N|EQLT
EQM|EQT Midstream Partners, LP Common Units representing Limited Partner Interests|N|EQM|N|100|N|EQM
EQR|Equity Residential Common Shares of Beneficial Interest|N|EQR|N|100|N|EQR
EQS|Equus Total Return, Inc. Common Stock|N|EQS|N|100|N|EQS
EQT|EQT Corporation Common Stock|N|EQT|N|100|N|EQT
EQWL|PowerShares Russell Top 200 Equal Weight Portfolio|P|EQWL|Y|100|N|EQWL
EQWM|PowerShares Russell Midcap Equal Weight Portfolio|P|EQWM|Y|100|N|EQWM
EQWS|PowerShares Russell 2000 Equal Weight Portfolio|P|EQWS|Y|100|N|EQWS
EQY|Equity One, Inc. Common Stock|N|EQY|N|100|N|EQY
ERA|Era Group, Inc. Common Stock|N|ERA|N|100|N|ERA
ERB|ERBA Diagnostics, Inc. Common Stock|A|ERB|N|100|N|ERB
ERC|Wells Fargo Multi-Sector Income Fund Common Stock, no par value|A|ERC|N|100|N|ERC
ERF|Enerplus Corporation Common Stock|N|ERF|N|100|N|ERF
ERH|Wells Fargo Utilities and High Income Fund|A|ERH|N|100|N|ERH
ERJ|Embraer S.A. Common Stock|N|ERJ|N|100|N|ERJ
ERN|Erin Energy Corp.|A|ERN|N|100|N|ERN
ERO|Barclays PLC iPath EUR/USD Exchange Rate ETN|P|ERO|N|100|N|ERO
EROS|Eros International PLC A Ordinary Shares|N|EROS|N|100|N|EROS
ERUS|iShares MSCI Russia Capped ETF New|P|ERUS|Y|100|N|ERUS
ERX|Direxion Energy Bull 3X Shares|P|ERX|Y|100|N|ERX
ERY|Direxion Daily Energy Bear 3X Shares|P|ERY|Y|100|N|ERY
ERYY|Direxion Daily Energy Bear 1X Shares|P|ERYY|Y|100|N|ERYY
ES|Eversource Energy (D/B/A) Common Stock|N|ES|N|100|N|ES
ESBA|Empire State Realty OP, L.P. Series ES Operating Partnership Units Representing Limited Partnership Interests|P|ESBA|N|100|N|ESBA
ESD|Western Asset Emerging Markets Debt Fund Inc Common Stock|N|ESD|N|100|N|ESD
ESE|ESCO Technologies Inc. Common Stock|N|ESE|N|100|N|ESE
ESI|ITT Educational Services, Inc. Common Stock|N|ESI|N|100|N|ESI
ESL|Esterline Technologies Corporation Common Stock|N|ESL|N|100|N|ESL
ESNC|EnSync, Inc. Common Stock|A|ESNC|N|100|N|ESNC
ESNT|Essent Group Ltd. Common Shares|N|ESNT|N|100|N|ESNT
ESP|Espey Mfg. & Electronics Corp. Common Stock|A|ESP|N|100|N|ESP
ESRT|Empire State Realty Trust, Inc. Class A Common Stock|N|ESRT|N|100|N|ESRT
ESS|Essex Property Trust, Inc. Common Stock|N|ESS|N|100|N|ESS
ESTE|Earthstone Energy, Inc. Common Stock|A|ESTE|N|100|N|ESTE
ESV|Ensco plc Class A Ordinary Shares|N|ESV|N|100|N|ESV
ETAK|Elephant Talk Communication Corp. Delaware Common Stock|A|ETAK|N|100|N|ETAK
ETB|Eaton Vance Tax-Managed Buy-Write Income Fund Eaton Vance Tax-Managed Buy-Write Income Fund Common Shares of Beneficial Interest|N|ETB|N|100|N|ETB
ETE|Energy Transfer Equity, L.P. Energy Transfer Equity, L.P. Common Units representing Limited Partnership interests|N|ETE|N|100|N|ETE
ETG|Eaton Vance Tax-Advantaged Global Dividend Income Fund Common Shares of Beneficial Interest|N|ETG|N|100|N|ETG
ETH|Ethan Allen Interiors Inc. Common Stock|N|ETH|N|100|N|ETH
ETHO|Etho Climate Leadership U.S. ETF|P|ETHO|Y|100|N|ETHO
ETJ|Eaton Vance Risk-Managed Diversified Equity Income Fund Common Shares of Beneficial Interest|N|ETJ|N|100|N|ETJ
ETM|Entercom Communications Corporation Common Stock|N|ETM|N|100|N|ETM
ETN|Eaton Corporation, PLC Ordinary Shares|N|ETN|N|100|N|ETN
ETO|Eaton Vance Tax-Advantage Global Dividend Opp Common Stock|N|ETO|N|100|N|ETO
ETP|Energy Transfer Partners, L.P. ENERGY TRANSFER PARNTERS|N|ETP|N|100|N|ETP
ETR|Entergy Corporation Common Stock|N|ETR|N|100|N|ETR
ETV|Eaton Vance Corporation Eaton Vance Tax-Managed Buy-Write Opportunities Fund Common Shares of Beneficial Interest|N|ETV|N|100|N|ETV
ETW|Eaton Vance Corporation Eaton Vance Tax-Managed Global Buy-Write Opportunites Fund Common Shares of Beneficial Interest|N|ETW|N|100|N|ETW
ETX|Eaton Vance Municipal Income 2028 Term Trust Common Shares of Beneficial Interest|N|ETX|N|100|N|ETX
ETY|Eaton Vance Tax-Managed Diversified Equity Income Fund Common Shares of Beneficial Interest,|N|ETY|N|100|N|ETY
EUDG|WisdomTree Europe Quality Dividend Growth Fund|P|EUDG|Y|100|N|EUDG
EUDV|ProShares MSCI Europe Dividend Growers ETF|P|EUDV|Y|100|N|EUDV
EUFX|ProShares Short Euro|P|EUFX|Y|100|N|EUFX
EUM|ProShares Short MSCI Emerging Markets|P|EUM|Y|100|N|EUM
EUMV|iShares MSCI Europe Minimum Volatility ETF|P|EUMV|Y|100|N|EUMV
EUO|ProShares UltraShort Euro|P|EUO|Y|100|N|EUO
EURL|Direxion Daily FTSE Europe Bull 3x Shares|P|EURL|Y|100|N|EURL
EURN|Euronav NV Ordinary Shares|N|EURN|N|100|N|EURN
EUSA|iShares MSCI USA Equal Weighted ETF|P|EUSA|Y|100|N|EUSA
EUSC|WisdomTree Europe Hedged SmallCap Equity Fund|P|EUSC|Y|100|N|EUSC
EV|Eaton Vance Corporation Common Stock|N|EV|N|100|N|EV
EVA|Enviva Partners, LP Common units representing limited partner interests|N|EVA|N|100|N|EVA
EVBN|Evans Bancorp, Inc. Common Stock|A|EVBN|N|100|N|EVBN
EVC|Entravision Communications Corporation Common Stock|N|EVC|N|100|N|EVC
EVDY|Everyday Health, Inc. Common Stock|N|EVDY|N|100|N|EVDY
EVER|EverBank Financial Corp. Common Stock|N|EVER|N|100|N|EVER
EVER$A|EverBank Financial Corp. Depositary Shares Representing 1/1000th Perpetual Preferred Series A|N|EVERpA|N|100|N|EVER-A
EVF|Eaton Vance Senior Income Trust Common Stock|N|EVF|N|100|N|EVF
EVG|Eaton Vance Short Diversified Income Fund Eaton Vance Short Duration Diversified Income Fund Common Shares of Beneficial Interest|N|EVG|N|100|N|EVG
EVGN|Evogene Ltd Ordinary shares (Israel)|N|EVGN|N|100|N|EVGN
EVH|Evolent Health, Inc Class A Common Stock|N|EVH|N|100|N|EVH
EVHC|Envision Healthcare Holdings, Inc. Common Stock|N|EVHC|N|100|N|EVHC
EVI|EnviroStar, Inc.  Common Stock|A|EVI|N|100|N|EVI
EVJ|Eaton Vance New Jersey Municipal Income Trust Shares of Beneficial Interest|A|EVJ|N|100|N|EVJ
EVM|Eaton Vance California Municipal Bond Fund Common Shares of Beneficial Interest, $.01 par value|A|EVM|N|100|N|EVM
EVN|Eaton Vance Municipal Income Trust Common Stock|N|EVN|N|100|N|EVN
EVO|Eaton Vance Ohio Municipal Income Trust Shares of Beneficial Interest|A|EVO|N|100|N|EVO
EVP|Eaton Vance Pennsylvania Municipal Income Trust Shares of Beneficial Interest|A|EVP|N|100|N|EVP
EVR|Evercore Partners Inc Class A Common Stock|N|EVR|N|100|N|EVR
EVRI|Everi Holdings Inc. Common Stock|N|EVRI|N|100|N|EVRI
EVT|Eaton Vance Tax Advantaged Dividend Income Fund Common Shares of Beneficial Interest|N|EVT|N|100|N|EVT
EVTC|Evertec, Inc. Common Stock|N|EVTC|N|100|N|EVTC
EVV|Eaton Vance Limited Duration Income Fund Common Shares of Beneficial Interest|A|EVV|N|100|N|EVV
EVX|Market Vectors Environment Index ETF Fund|P|EVX|Y|100|N|EVX
EVY|Eaton Vance New York Municipal Income Trust Shares of Beneficial Interest|A|EVY|N|100|N|EVY
EW|Edwards Lifesciences Corporation Common Stock|N|EW|N|100|N|EW
EWA|iShares MSCI Australia Index Fund|P|EWA|Y|100|N|EWA
EWC|iShares MSCI Canada Index Fund|P|EWC|Y|100|N|EWC
EWD|iShares MSCI Sweden Index Fund|P|EWD|Y|100|N|EWD
EWEM|Guggenheim MSCI Emerging Markets Equal Country Weight ETF|P|EWEM|Y|100|N|EWEM
EWG|iShares MSCI Germany Index Fund|P|EWG|Y|100|N|EWG
EWGS|Ishares MSCI Germany Small Cap ETF|Z|EWGS|Y|100|N|EWGS
EWH|iShares MSCI Hong Kong Index Fund|P|EWH|Y|100|N|EWH
EWI|iShares MSCI Italy Capped Index Fund|P|EWI|Y|100|N|EWI
EWJ|iShares MSCI Japan Index Fund|P|EWJ|Y|100|N|EWJ
EWK|iShares MSCI Belgium Capped Investable Market Index Fund|P|EWK|Y|100|N|EWK
EWL|iShares MSCI Switzerland Capped Index Fund|P|EWL|Y|100|N|EWL
EWM|iShares MSCI Malaysia Index Fund|P|EWM|Y|100|N|EWM
EWMC|Guggenheim S&P MidCap 400 Equal Weight ETF|P|EWMC|Y|100|N|EWMC
EWN|iShares MSCI Netherlands Index Fund|P|EWN|Y|100|N|EWN
EWO|iShares MSCI Austria Capped Investable Market Index Fund|P|EWO|Y|100|N|EWO
EWP|iShares MSCI Spain Capped Index Fund|P|EWP|Y|100|N|EWP
EWQ|iShares MSCI France Index Fund|P|EWQ|Y|100|N|EWQ
EWRE|Guggenheim S&P 500 Equal Weight Real Estate ETF|P|EWRE|Y|100|N|EWRE
EWS|iShares MSCI Singapore Index Fund|P|EWS|Y|100|N|EWS
EWSC|Guggenheim S&P SmallCap 600 Equal Weight ETF|P|EWSC|Y|100|N|EWSC
EWT|iShares MSCI Taiwan Index Fund|P|EWT|Y|100|N|EWT
EWU|iShares MSCI United Kingdom ETF|P|EWU|Y|100|N|EWU
EWUS|Ishares MSCI United Kingdom Small Cap ETF|Z|EWUS|Y|100|N|EWUS
EWV|ProShares UltraShort MSCI Japan|P|EWV|Y|100|N|EWV
EWW|iShares MSCI Mexico Capped Investable Market Index Fund|P|EWW|Y|100|N|EWW
EWX|SPDR S&P Emerging Markets Small Cap ETF|P|EWX|Y|100|N|EWX
EWY|iShares MSCI South Korea Capped Index Fund|P|EWY|Y|100|N|EWY
EWZ|iShares MSCI Brazil Capped Index Fund|P|EWZ|Y|100|N|EWZ
EXAM|ExamWorks Group, Inc. Common Stock|N|EXAM|N|100|N|EXAM
EXAR|Exar Corporation Common Stock|N|EXAR|N|100|N|EXAR
EXC|Exelon Corporation Common Stock|N|EXC|N|100|N|EXC
EXCU|Exelon Corp. Conv Unit|N|EXCU|N|100|N|EXCU
EXD|Eaton Vance Tax-Advantaged Bond Common Shares of Beneficial Interest|N|EXD|N|100|N|EXD
EXG|Eaton Vance Tax-Managed Global Diversified Equity Income Fund Eaton Vance Tax-Managed Global Diversified Equity Income Fund Common Shares of Beneficial Interest|N|EXG|N|100|N|EXG
EXI|iShares Global Industrials ETF|P|EXI|Y|100|N|EXI
EXK|Endeavour Silver Corporation Ordinary Shares (Canada)|N|EXK|N|100|N|EXK
EXP|Eagle Materials Inc Common Stock|N|EXP|N|100|N|EXP
EXPR|Express, Inc. Common Stock|N|EXPR|N|100|N|EXPR
EXR|Extra Space Storage Inc Common Stock|N|EXR|N|100|N|EXR
EXT|WisdomTree Total Earnings Fund|P|EXT|Y|100|N|EXT
EXTN|Exterran Corporation Common Stock|N|EXTN|N|100|N|EXTN
EZA|iShares MSCI South Africa Index Fund|P|EZA|Y|100|N|EZA
EZJ|ProShares Ultra MSCI Japan|P|EZJ|Y|100|N|EZJ
EZM|WisdomTree MidCap Earnings Fund|P|EZM|Y|100|N|EZM
EZR|WisdomTree Europe Local Recovery Fund|Z|EZR|Y|100|N|EZR
